x [mm],y [mm],z [mm],B [T]
70,0,48,-0.2013
70,2,48,-0.2413
70,4,48,-0.2767
70,6,48,-0.2933
70,8,48,-0.2918
70,10,48,-0.2711
70,12,48,-0.2312
72,0,48,-0.201
72,2,48,-0.2422
72,4,48,-0.2777
72,6,48,-0.2943
72,8,48,-0.2927
72,10,48,-0.2721
72,12,48,-0.2321
74,0,48,-0.2027
74,2,48,-0.243
74,4,48,-0.2432
74,6,48,-0.2948
74,8,48,-0.2935
74,10,48,-0.2728
74,12,48,-0.2328
76,0,48,-0.1979
76,2,48,-0.2435
76,4,48,-0.2789
76,6,48,-0.2956
76,8,48,-0.2941
76,10,48,-0.2734
76,12,48,-0.2334
78,0,48,-0.2047
78,2,48,-0.244
78,4,48,-0.2795
78,6,48,-0.2962
78,8,48,-0.2947
78,10,48,-0.274
78,12,48,-0.234
80,0,48,-0.2032
80,2,48,-0.2444
80,4,48,-0.28
80,6,48,-0.2967
80,8,48,-0.2951
80,10,48,-0.2745
80,12,48,-0.2344
82,0,48,-0.2017
82,2,48,-0.2448
82,4,48,-0.2804
82,6,48,-0.2971
82,8,48,-0.2956
82,10,48,-0.2749
82,12,48,-0.2348
84,0,48,-0.204
84,2,48,-0.2452
84,4,48,-0.2808
84,6,48,-0.2975
84,8,48,-0.296
84,10,48,-0.2753
84,12,48,-0.2352
86,0,48,-0.1996
86,2,48,-0.2456
86,4,48,-0.2812
86,6,48,-0.2979
86,8,48,-0.2964
86,10,48,-0.2757
86,12,48,-0.2356
88,0,48,-0.2016
88,2,48,-0.2456
88,4,48,-0.2812
88,6,48,-0.2979
88,8,48,-0.2964
88,10,48,-0.2757
88,12,48,-0.2356
90,0,48,-0.2013
90,2,48,-0.2458
90,4,48,-0.2814
90,6,48,-0.2982
90,8,48,-0.2967
90,10,48,-0.276
90,12,48,-0.236
92,0,48,-0.2005
92,2,48,-0.2458
92,4,48,-0.2814
92,6,48,-0.2981
92,8,48,-0.2967
92,10,48,-0.276
92,12,48,-0.236
94,0,48,-0.1979
94,2,48,-0.2459
94,4,48,-0.2815
94,6,48,-0.2982
94,8,48,-0.2968
94,10,48,-0.2761
94,12,48,-0.2361
96,0,48,-0.2039
96,2,48,-0.2459
96,4,48,-0.2815
96,6,48,-0.2982
96,8,48,-0.2967
96,10,48,-0.276
96,12,48,-0.236
98,0,48,-0.2019
98,2,48,-0.246
98,4,48,-0.2815
98,6,48,-0.2982
98,8,48,-0.2967
98,10,48,-0.276
98,12,48,-0.236
100,0,48,-0.2027
100,2,48,-0.2458
100,4,48,-0.2813
100,6,48,-0.298
100,8,48,-0.2965
100,10,48,-0.2758
100,12,48,-0.2358
102,0,48,-0.1983
102,2,48,-0.2457
102,4,48,-0.2811
102,6,48,-0.2978
102,8,48,-0.2963
102,10,48,-0.2756
102,12,48,-0.2357
104,0,48,-0.2021
104,2,48,-0.2452
104,4,48,-0.2806
104,6,48,-0.2973
104,8,48,-0.2958
104,10,48,-0.2751
104,12,48,-0.2351
106,0,48,-0.2011
106,2,48,-0.2446
106,4,48,-0.28
106,6,48,-0.2967
106,8,48,-0.2951
106,10,48,-0.2744
106,12,48,-0.2345
108,0,48,-0.211
108,2,48,-0.2442
108,4,48,-0.2795
108,6,48,-0.2961
108,8,48,-0.2945
108,10,48,-0.2739
108,12,48,-0.2339
110,0,48,-0.1965
110,2,48,-0.2436
110,4,48,-0.2788
110,6,48,-0.2954
110,8,48,-0.2938
110,10,48,-0.2731
110,12,48,-0.2332
112,0,48,-0.2014
112,2,48,-0.2436
112,4,48,-0.2788
112,6,48,-0.2954
112,8,48,-0.2938
112,10,48,-0.2731
112,12,48,-0.2332
114,0,48,-0.1999
114,2,48,-0.2422
114,4,48,-0.2772
114,6,48,-0.2937
114,8,48,-0.292
114,10,48,-0.2713
114,12,48,-0.2316
116,0,48,-0.1959
116,2,48,-0.2414
116,4,48,-0.2763
116,6,48,-0.2926
116,8,48,-0.2926
116,10,48,-0.2729
116,12,48,-0.2303
118,0,48,-0.1973
118,2,48,-0.2403
118,4,48,-0.275
118,6,48,-0.2912
118,8,48,-0.2894
118,10,48,-0.2687
118,12,48,-0.2288
120,0,48,-0.1936
120,2,48,-0.2391
120,4,48,-0.2736
120,6,48,-0.2896
120,8,48,-0.2878
120,10,48,-0.267
120,12,48,-0.2273
122,0,48,-0.1947
122,2,48,-0.238
122,4,48,-0.2722
122,6,48,-0.2881
122,8,48,-0.2861
122,10,48,-0.2652
122,12,48,-0.2255
124,0,48,-0.1931
124,2,48,-0.2366
124,4,48,-0.2706
124,6,48,-0.2862
124,8,48,-0.2841
124,10,48,-0.2632
124,12,48,-0.2235
126,0,48,-0.1949
126,2,48,-0.2356
126,4,48,-0.2692
126,6,48,-0.2847
126,8,48,-0.2823
126,10,48,-0.2612
126,12,48,-0.2214
128,0,48,-0.1946
128,2,48,-0.2356
128,4,48,-0.2693
128,6,48,-0.2847
128,8,48,-0.2823
128,10,48,-0.2613
128,12,48,-0.2214
130,0,48,-0.1917
130,2,48,-0.2348
130,4,48,-0.2676
130,6,48,-0.2824
130,8,48,-0.2793
130,10,48,-0.2575
130,12,48,-0.2172
132,0,48,-0.1955
132,2,48,-0.2355
132,4,48,-0.2678
132,6,48,-0.2822
132,8,48,-0.2788
132,10,48,-0.2566
132,12,48,-0.2156
134,0,48,-0.215
134,2,48,-0.2781
134,4,48,-0.2666
134,6,48,-0.2828
134,8,48,-0.2791
134,10,48,-0.2564
134,12,48,-0.2149
136,0,48,-0.1958
136,2,48,-0.2388
136,4,48,-0.2703
136,6,48,-0.2839
136,8,48,-0.2799
136,10,48,-0.2568
136,12,48,-0.2147
138,0,48,-0.2032
138,2,48,-0.2408
138,4,48,-0.2721
138,6,48,-0.2855
138,8,48,-0.2812
138,10,48,-0.2577
138,12,48,-0.2152
140,0,48,-0.2161
140,2,48,-0.2852
140,4,48,-0.2698
140,6,48,-0.2871
140,8,48,-0.2826
140,10,48,-0.2588
140,12,48,-0.2159
142,0,48,-0.2103
142,2,48,-0.2441
142,4,48,-0.2754
142,6,48,-0.2886
142,8,48,-0.2887
142,10,48,-0.261
142,12,48,-0.2167
144,0,48,-0.2088
144,2,48,-0.2453
144,4,48,-0.2767
144,6,48,-0.2898
144,8,48,-0.285
144,10,48,-0.2608
144,12,48,-0.2174
146,0,48,-0.205
146,2,48,-0.2453
146,4,48,-0.2766
146,6,48,-0.2898
146,8,48,-0.285
146,10,48,-0.2608
146,12,48,-0.2174
148,0,48,-0.2063
148,2,48,-0.2471
148,4,48,-0.2786
148,6,48,-0.2917
148,8,48,-0.2867
148,10,48,-0.2623
148,12,48,-0.2186
150,0,48,-0.2069
150,2,48,-0.248
150,4,48,-0.2795
150,6,48,-0.2925
150,8,48,-0.2874
150,10,48,-0.2629
150,12,48,-0.2191
152,0,48,-0.2105
152,2,48,-0.2488
152,4,48,-0.2802
152,6,48,-0.2932
152,8,48,-0.288
152,10,48,-0.2634
152,12,48,-0.2195
154,0,48,-0.2143
154,2,48,-0.2497
154,4,48,-0.281
154,6,48,-0.2939
154,8,48,-0.2887
154,10,48,-0.264
154,12,48,-0.22
156,0,48,-0.2124
156,2,48,-0.2504
156,4,48,-0.2817
156,6,48,-0.2945
156,8,48,-0.2892
156,10,48,-0.2644
156,12,48,-0.2203
158,0,48,-0.2105
158,2,48,-0.251
158,4,48,-0.2822
158,6,48,-0.295
158,8,48,-0.2896
158,10,48,-0.2647
158,12,48,-0.2205
160,0,48,-0.2142
160,2,48,-0.2514
160,4,48,-0.2826
160,6,48,-0.2953
160,8,48,-0.2898
160,10,48,-0.2649
160,12,48,-0.2647
162,0,48,-0.2034
162,2,48,-0.2514
162,4,48,-0.2826
162,6,48,-0.2953
162,8,48,-0.2898
162,10,48,-0.2649
162,12,48,-0.2207
164,0,48,-0.2133
164,2,48,-0.252
164,4,48,-0.2831
164,6,48,-0.2957
164,8,48,-0.2902
164,10,48,-0.2652
164,12,48,-0.2209
166,0,48,-0.2123
166,2,48,-0.252
166,4,48,-0.2831
166,6,48,-0.2957
166,8,48,-0.2901
166,10,48,-0.2652
166,12,48,-0.2209
168,0,48,-0.2126
168,2,48,-0.2519
168,4,48,-0.283
168,6,48,-0.2956
168,8,48,-0.2901
168,10,48,-0.2651
168,12,48,-0.2208
170,0,48,-0.214
170,2,48,-0.2517
170,4,48,-0.2829
170,6,48,-0.2955
170,8,48,-0.29
170,10,48,-0.2651
170,12,48,-0.2208
172,0,48,-0.2149
172,2,48,-0.2515
172,4,48,-0.2828
172,6,48,-0.2954
172,8,48,-0.2899
172,10,48,-0.265
172,12,48,-0.2207
174,0,48,-0.2149
174,2,48,-0.2511
174,4,48,-0.2823
174,6,48,-0.2951
174,8,48,-0.2896
174,10,48,-0.2647
174,12,48,-0.2205
176,0,48,-0.2083
176,2,48,-0.2508
176,4,48,-0.282
176,6,48,-0.2948
176,8,48,-0.2894
176,10,48,-0.2645
176,12,48,-0.2203
178,0,48,-0.2077
178,2,48,-0.2508
178,4,48,-0.2821
178,6,48,-0.2948
178,8,48,-0.2894
178,10,48,-0.2645
178,12,48,-0.2203
180,0,48,-0.2091
180,2,48,-0.25
180,4,48,-0.2813
180,6,48,-0.2941
180,8,48,-0.2887
180,10,48,-0.2639
180,12,48,-0.2198
182,0,48,-0.2112
182,2,48,-0.2499
182,4,48,-0.2812
182,6,48,-0.2941
182,8,48,-0.2887
182,10,48,-0.2639
182,12,48,-0.2197
184,0,48,-0.2073
184,2,48,-0.2491
184,4,48,-0.2804
184,6,48,-0.2933
184,8,48,-0.288
184,10,48,-0.2633
184,12,48,-0.2191
186,0,48,-0.2081
186,2,48,-0.2486
186,4,48,-0.2799
186,6,48,-0.2928
186,8,48,-0.2876
186,10,48,-0.2628
186,12,48,-0.2187
188,0,48,-0.2178
188,2,48,-0.1999
188,4,48,-0.2783
188,6,48,-0.2922
188,8,48,-0.287
188,10,48,-0.2623
188,12,48,-0.2182
190,0,48,-0.2096
190,2,48,-0.2479
190,4,48,-0.2793
190,6,48,-0.2922
190,8,48,-0.287
190,10,48,-0.2623
190,12,48,-0.2182
192,0,48,-0.2042
192,2,48,-0.2462
192,4,48,-0.2775
192,6,48,-0.2905
192,8,48,-0.2854
192,10,48,-0.2608
192,12,48,-0.2169
194,0,48,-0.2069
194,2,48,-0.2452
194,4,48,-0.2765
194,6,48,-0.2895
194,8,48,-0.2844
194,10,48,-0.2599
194,12,48,-0.2161
196,0,48,-0.2036
196,2,48,-0.244
196,4,48,-0.2752
196,6,48,-0.2882
196,8,48,-0.2832
196,10,48,-0.2588
196,12,48,-0.215
198,0,48,-0.2015
198,2,48,-0.2427
198,4,48,-0.2739
198,6,48,-0.2869
198,8,48,-0.2819
198,10,48,-0.2575
198,12,48,-0.2139
200,0,48,-0.2011
200,2,48,-0.2411
200,4,48,-0.2723
200,6,48,-0.2852
200,8,48,-0.2802
200,10,48,-0.2559
200,12,48,-0.2125
202,0,48,-0.1974
202,2,48,-0.2393
202,4,48,-0.2704
202,6,48,-0.2832
202,8,48,-0.2782
202,10,48,-0.254
202,12,48,-0.2109
204,0,48,-0.1976
204,2,48,-0.2371
204,4,48,-0.2681
204,6,48,-0.2809
204,8,48,-0.2759
204,10,48,-0.2519
204,12,48,-0.209
206,0,48,-0.2007
206,2,48,-0.2347
206,4,48,-0.2655
206,6,48,-0.2783
206,8,48,-0.2734
206,10,48,-0.2495
206,12,48,-0.2068
208,0,48,-0.1891
208,2,48,-0.2318
208,4,48,-0.2625
208,6,48,-0.2753
208,8,48,-0.2704
208,10,48,-0.2468
208,12,48,-0.2044
210,0,48,-0.1851
210,2,48,-0.2284
210,4,48,-0.259
210,6,48,-0.2718
210,8,48,-0.2671
210,10,48,-0.2437
210,12,48,-0.2017
212,0,48,-0.1861
212,2,48,-0.2247
212,4,48,-0.2551
212,6,48,-0.2679
212,8,48,-0.2634
212,10,48,-0.2403
212,12,48,-0.1987
214,0,48,-0.1806
214,2,48,-0.2201
214,4,48,-0.2503
214,6,48,-0.2631
214,8,48,-0.2587
214,10,48,-0.2361
214,12,48,-0.1951
216,0,48,-0.1756
216,2,48,-0.2148
216,4,48,-0.2448
216,6,48,-0.2574
216,8,48,-0.2534
216,10,48,-0.2312
216,12,48,-0.1909
218,0,48,-0.1716
218,2,48,-0.2084
218,4,48,-0.238
218,6,48,-0.2506
218,8,48,-0.2469
218,10,48,-0.2254
218,12,48,-0.186
220,0,48,-0.1713
220,2,48,-0.2084
220,4,48,-0.238
220,6,48,-0.2506
220,8,48,-0.2468
220,10,48,-0.2254
220,12,48,-0.186
222,0,48,-0.1542
222,2,48,-0.192
222,4,48,-0.2202
222,6,48,-0.2326
222,8,48,-0.2297
222,10,48,-0.2102
222,12,48,-0.1736
224,0,48,-0.1468
224,2,48,-0.1814
224,4,48,-0.2086
224,6,48,-0.2207
224,8,48,-0.2184
224,10,48,-0.2002
224,12,48,-0.1657
226,0,48,-0.1382
226,2,48,-0.1691
226,4,48,-0.1691
226,6,48,-0.2064
226,8,48,-0.2049
226,10,48,-0.1884
226,12,48,-0.1882
228,0,48,-0.1316
228,2,48,-0.1691
228,4,48,-0.1947
228,6,48,-0.2065
228,8,48,-0.2049
228,10,48,-0.1884
228,12,48,-0.1566
230,0,48,-0.1113
230,2,48,-0.1394
230,4,48,-0.1609
230,6,48,-0.1713
230,8,48,-0.1709
230,10,48,-0.1586
230,12,48,-0.1338
232,0,48,-0.0985
232,2,48,-0.1229
232,4,48,-0.1418
232,6,48,-0.1512
232,8,48,-0.1512
232,10,48,-0.1409
232,12,48,-0.1203
234,0,48,-0.0913
234,2,48,-0.1066
234,4,48,-0.1227
234,6,48,-0.1309
234,8,48,-0.1312
234,10,48,-0.1228
234,12,48,-0.1061
236,0,48,-0.0767
236,2,48,-0.0914
236,4,48,-0.1046
236,6,48,-0.1115
236,8,48,-0.1119
236,10,48,-0.1052
236,12,48,-0.0923
238,0,48,-0.0667
238,2,48,-0.0781
238,4,48,-0.0886
238,6,48,-0.0943
238,8,48,-0.0947
238,10,48,-0.0896
238,12,48,-0.0796
240,0,48,-0.0654
240,2,48,-0.0781
240,4,48,-0.0886
240,6,48,-0.0943
240,8,48,-0.0947
240,10,48,-0.0896
240,12,48,-0.0796
242,0,48,-0.0496
242,2,48,-0.057
242,4,48,-0.0634
242,6,48,-0.067
242,8,48,-0.0674
242,10,48,-0.0674
242,12,48,-0.059
244,0,48,-0.0495
244,2,48,-0.0569
244,4,48,-0.0634
244,6,48,-0.0669
244,8,48,-0.0673
244,10,48,-0.0645
244,12,48,-0.0589
246,0,48,-0.0374
246,2,48,-0.042
246,4,48,-0.0459
246,6,48,-0.0481
246,8,48,-0.0485
246,10,48,-0.0469
246,12,48,-0.0436
248,0,48,-0.0325
248,2,48,-0.0361
248,4,48,-0.0392
248,6,48,-0.041
248,8,48,-0.0413
248,10,48,-0.0402
248,12,48,-0.0377
250,0,48,-0.0285
250,2,48,-0.0312
250,4,48,-0.0337
250,6,48,-0.0351
250,8,48,-0.0354
250,10,48,-0.0345
250,12,48,-0.0326
252,0,48,-0.0248
252,2,48,-0.027
252,4,48,-0.029
252,6,48,-0.0302
252,8,48,-0.0304
252,10,48,-0.0298
252,12,48,-0.0283
254,0,48,-0.0216
254,2,48,-0.0235
254,4,48,-0.0251
254,6,48,-0.026
254,8,48,-0.0263
254,10,48,-0.0257
254,12,48,-0.0246
256,0,48,-0.0214
256,2,48,-0.0225
256,4,48,-0.0215
256,6,48,-0.0225
256,8,48,-0.0227
256,10,48,-0.0223
256,12,48,-0.0214
258,0,48,-0.01658
258,2,48,-0.01771
258,4,48,-0.01878
258,6,48,-0.01942
258,8,48,-0.0196
258,10,48,-0.0193
258,12,48,-0.01855
260,0,48,-0.01855
260,2,48,-0.01926
260,4,48,-0.01867
260,6,48,-0.01942
260,8,48,-0.01961
260,10,48,-0.0193
260,12,48,-0.01855
262,0,48,-0.01278
262,2,48,-0.01354
262,4,48,-0.01429
262,6,48,-0.01473
262,8,48,-0.01488
262,10,48,-0.01469
262,12,48,-0.01421
0,0,50,-0.01204
0,2,50,-0.01241
0,4,50,-0.01259
0,6,50,-0.01253
0,8,50,-0.0122
0,10,50,-0.01163
0,12,50,-0.01083
2,0,50,-0.01372
2,2,50,-0.01413
2,4,50,-0.01436
2,6,50,-0.0143
2,8,50,-0.01393
2,10,50,-0.01326
2,12,50,-0.01232
4,0,50,-0.01554
4,2,50,-0.01611
4,4,50,-0.01641
4,6,50,-0.01636
4,8,50,-0.01593
4,10,50,-0.01514
4,12,50,-0.01402
6,0,50,-0.0178
6,2,50,-0.0184
6,4,50,-0.01881
6,6,50,-0.01876
6,8,50,-0.01828
6,10,50,-0.01734
6,12,50,-0.01601
8,0,50,-0.02028
8,2,50,-0.02106
8,4,50,-0.02159
8,6,50,-0.02157
8,8,50,-0.021
8,10,50,-0.01987
8,12,50,-0.01829
10,0,50,-0.02312
10,2,50,-0.02415
10,4,50,-0.02483
10,6,50,-0.02486
10,8,50,-0.02419
10,10,50,-0.02286
10,12,50,-0.02093
12,0,50,-0.02642
12,2,50,-0.02774
12,4,50,-0.02867
12,6,50,-0.02874
12,8,50,-0.02797
12,10,50,-0.02635
12,12,50,-0.02401
14,0,50,-0.0304
14,2,50,-0.0321
14,4,50,-0.0333
14,6,50,-0.0335
14,8,50,-0.0325
14,10,50,-0.0306
14,12,50,-0.0277
16,0,50,-0.0349
16,2,50,-0.037
16,4,50,-0.0386
16,6,50,-0.0389
16,8,50,-0.0378
16,10,50,-0.0354
16,12,50,-0.0319
18,0,50,-0.0396
18,2,50,-0.0427
18,4,50,-0.0448
18,6,50,-0.0453
18,8,50,-0.0441
18,10,50,-0.0411
18,12,50,-0.0367
20,0,50,-0.0458
20,2,50,-0.0493
20,4,50,-0.0522
20,6,50,-0.053
20,8,50,-0.0515
20,10,50,-0.0479
20,12,50,-0.0424
22,0,50,-0.0516
22,2,50,-0.057
22,4,50,-0.0608
22,6,50,-0.062
22,8,50,-0.0603
22,10,50,-0.0557
22,12,50,-0.0489
24,0,50,-0.0596
24,2,50,-0.0657
24,4,50,-0.0708
24,6,50,-0.0725
24,8,50,-0.0705
24,10,50,-0.065
24,12,50,-0.0564
26,0,50,-0.0669
26,2,50,-0.0756
26,4,50,-0.0823
26,6,50,-0.0847
26,8,50,-0.0824
26,10,50,-0.0757
26,12,50,-0.0651
28,0,50,-0.0753
28,2,50,-0.0864
28,4,50,-0.0949
28,6,50,-0.0981
28,8,50,-0.0957
28,10,50,-0.0877
28,12,50,-0.0749
30,0,50,-0.0846
30,2,50,-0.0978
30,4,50,-0.1084
30,6,50,-0.1126
30,8,50,-0.11
30,10,50,-0.1007
30,12,50,-0.0855
32,0,50,-0.0923
32,2,50,-0.1092
32,4,50,-0.122
32,6,50,-0.1273
32,8,50,-0.1247
32,10,50,-0.1142
32,12,50,-0.0966
34,0,50,-0.1014
34,2,50,-0.1202
34,4,50,-0.1351
34,6,50,-0.1415
34,8,50,-0.139
34,10,50,-0.1274
34,12,50,-0.1077
36,0,50,-0.1013
36,2,50,-0.1202
36,4,50,-0.1351
36,6,50,-0.1415
36,8,50,-0.139
36,10,50,-0.1274
36,12,50,-0.1077
38,0,50,-0.1192
38,2,50,-0.1395
38,4,50,-0.1582
38,6,50,-0.1666
38,8,50,-0.1644
38,10,50,-0.1511
38,12,50,-0.128
40,0,50,-0.1175
40,2,50,-0.1395
40,4,50,-0.1582
40,6,50,-0.1666
40,8,50,-0.1643
40,10,50,-0.1512
40,12,50,-0.128
42,0,50,-0.1292
42,2,50,-0.1549
42,4,50,-0.1762
42,6,50,-0.1862
42,8,50,-0.1842
42,10,50,-0.1699
42,12,50,-0.1698
44,0,50,-0.1302
44,2,50,-0.1611
44,4,50,-0.1834
44,6,50,-0.1939
44,8,50,-0.192
44,10,50,-0.1773
44,12,50,-0.1512
46,0,50,-0.1391
46,2,50,-0.1665
46,4,50,-0.1895
46,6,50,-0.2005
46,8,50,-0.1987
46,10,50,-0.1838
46,12,50,-0.157
48,0,50,-0.1366
48,2,50,-0.1666
48,4,50,-0.1896
48,6,50,-0.2005
48,8,50,-0.1987
48,10,50,-0.1838
48,12,50,-0.1571
50,0,50,-0.1469
50,2,50,-0.1753
50,4,50,-0.1994
50,6,50,-0.211
50,8,50,-0.2093
50,10,50,-0.1939
50,12,50,-0.1664
52,0,50,-0.1516
52,2,50,-0.1789
52,4,50,-0.179
52,6,50,-0.2146
52,8,50,-0.2134
52,10,50,-0.198
52,12,50,-0.1702
54,0,50,-0.1559
54,2,50,-0.1789
54,4,50,-0.2033
54,6,50,-0.215
54,8,50,-0.2134
54,10,50,-0.198
54,12,50,-0.1702
56,0,50,-0.1561
56,2,50,-0.1846
56,4,50,-0.2096
56,6,50,-0.2216
56,8,50,-0.22
56,10,50,-0.2045
56,12,50,-0.1763
58,0,50,-0.1576
58,2,50,-0.1868
58,4,50,-0.212
58,6,50,-0.2241
58,8,50,-0.2226
58,10,50,-0.207
58,12,50,-0.1786
60,0,50,-0.1592
60,2,50,-0.1888
60,4,50,-0.2141
60,6,50,-0.2263
60,8,50,-0.2248
60,10,50,-0.2092
60,12,50,-0.1808
62,0,50,-0.1617
62,2,50,-0.1904
62,4,50,-0.2158
62,6,50,-0.2281
62,8,50,-0.2266
62,10,50,-0.211
62,12,50,-0.1825
64,0,50,-0.1619
64,2,50,-0.192
64,4,50,-0.2175
64,6,50,-0.2299
64,8,50,-0.2284
64,10,50,-0.2127
64,12,50,-0.1841
66,0,50,-0.1603
66,2,50,-0.1933
66,4,50,-0.2189
66,6,50,-0.2313
66,8,50,-0.2299
66,10,50,-0.2141
66,12,50,-0.1855
68,0,50,-0.1627
68,2,50,-0.1945
68,4,50,-0.2201
68,6,50,-0.2326
68,8,50,-0.2311
68,10,50,-0.2154
68,12,50,-0.1867
70,0,50,-0.1669
70,2,50,-0.1955
70,4,50,-0.2212
70,6,50,-0.2337
70,8,50,-0.2323
70,10,50,-0.2165
70,12,50,-0.1877
72,0,50,-0.1652
72,2,50,-0.1964
72,4,50,-0.2221
72,6,50,-0.2346
72,8,50,-0.2332
72,10,50,-0.2174
72,12,50,-0.1886
74,0,50,-0.167
74,2,50,-0.1971
74,4,50,-0.2228
74,6,50,-0.2353
74,8,50,-0.2339
74,10,50,-0.2182
74,12,50,-0.1893
76,0,50,-0.1696
76,2,50,-0.1976
76,4,50,-0.2234
76,6,50,-0.2359
76,8,50,-0.2345
76,10,50,-0.2187
76,12,50,-0.1899
78,0,50,-0.169
78,2,50,-0.1976
78,4,50,-0.2234
78,6,50,-0.2359
78,8,50,-0.2345
78,10,50,-0.2187
78,12,50,-0.1899
80,0,50,-0.17
80,2,50,-0.1986
80,4,50,-0.2244
80,6,50,-0.2369
80,8,50,-0.2355
80,10,50,-0.2197
80,12,50,-0.1909
82,0,50,-0.1676
82,2,50,-0.199
82,4,50,-0.2248
82,6,50,-0.2374
82,8,50,-0.2359
82,10,50,-0.2202
82,12,50,-0.1913
84,0,50,-0.1678
84,2,50,-0.199
84,4,50,-0.2248
84,6,50,-0.2374
84,8,50,-0.2359
84,10,50,-0.2202
84,12,50,-0.1913
86,0,50,-0.1697
86,2,50,-0.1997
86,4,50,-0.2255
86,6,50,-0.2381
86,8,50,-0.2367
86,10,50,-0.2209
86,12,50,-0.192
88,0,50,-0.1662
88,2,50,-0.1999
88,4,50,-0.2258
88,6,50,-0.2383
88,8,50,-0.2369
88,10,50,-0.2211
88,12,50,-0.1922
90,0,50,-0.1692
90,2,50,-0.1999
90,4,50,-0.2257
90,6,50,-0.2383
90,8,50,-0.2369
90,10,50,-0.2212
90,12,50,-0.1923
92,0,50,-0.1691
92,2,50,-0.2
92,4,50,-0.2258
92,6,50,-0.2384
92,8,50,-0.237
92,10,50,-0.2212
92,12,50,-0.1924
94,0,50,-0.1685
94,2,50,-0.2001
94,4,50,-0.2259
94,6,50,-0.2385
94,8,50,-0.2371
94,10,50,-0.2213
94,12,50,-0.1925
96,0,50,-0.1669
96,2,50,-0.2001
96,4,50,-0.2259
96,6,50,-0.2384
96,8,50,-0.237
96,10,50,-0.2212
96,12,50,-0.1924
98,0,50,-0.1705
98,2,50,-0.2001
98,4,50,-0.2259
98,6,50,-0.2384
98,8,50,-0.237
98,10,50,-0.2212
98,12,50,-0.1923
100,0,50,-0.1808
100,2,50,-0.2
100,4,50,-0.2258
100,6,50,-0.2383
100,8,50,-0.2369
100,10,50,-0.221
100,12,50,-0.1922
102,0,50,-0.1686
102,2,50,-0.1998
102,4,50,-0.2255
102,6,50,-0.238
102,8,50,-0.2366
102,10,50,-0.2208
102,12,50,-0.192
104,0,50,-0.1712
104,2,50,-0.1994
104,4,50,-0.2251
104,6,50,-0.2376
104,8,50,-0.2361
104,10,50,-0.2204
104,12,50,-0.1916
106,0,50,-0.1683
106,2,50,-0.199
106,4,50,-0.2246
106,6,50,-0.2371
106,8,50,-0.2356
106,10,50,-0.2199
106,12,50,-0.1911
108,0,50,-0.1681
108,2,50,-0.1986
108,4,50,-0.2242
108,6,50,-0.2366
108,8,50,-0.2352
108,10,50,-0.2194
108,12,50,-0.1906
110,0,50,-0.1676
110,2,50,-0.1986
110,4,50,-0.2242
110,6,50,-0.2366
110,8,50,-0.2351
110,10,50,-0.2194
110,12,50,-0.1906
112,0,50,-0.1666
112,2,50,-0.1976
112,4,50,-0.2231
112,6,50,-0.2354
112,8,50,-0.2338
112,10,50,-0.218
112,12,50,-0.1893
114,0,50,-0.1658
114,2,50,-0.197
114,4,50,-0.2223
114,6,50,-0.2346
114,8,50,-0.233
114,10,50,-0.2172
114,12,50,-0.1885
116,0,50,-0.1667
116,2,50,-0.1963
116,4,50,-0.2216
116,6,50,-0.2337
116,8,50,-0.2321
116,10,50,-0.2163
116,12,50,-0.1876
118,0,50,-0.1639
118,2,50,-0.1954
118,4,50,-0.2206
118,6,50,-0.2326
118,8,50,-0.2309
118,10,50,-0.2151
118,12,50,-0.1864
120,0,50,-0.167
120,2,50,-0.1945
120,4,50,-0.2195
120,6,50,-0.2315
120,8,50,-0.2297
120,10,50,-0.2139
120,12,50,-0.1852
122,0,50,-0.1658
122,2,50,-0.1937
122,4,50,-0.2185
122,6,50,-0.2303
122,8,50,-0.2284
122,10,50,-0.2125
122,12,50,-0.1838
124,0,50,-0.1613
124,2,50,-0.1928
124,4,50,-0.2174
124,6,50,-0.229
124,8,50,-0.227
124,10,50,-0.211
124,12,50,-0.1824
126,0,50,-0.1641
126,2,50,-0.1922
126,4,50,-0.2165
126,6,50,-0.2279
126,8,50,-0.2257
126,10,50,-0.2095
126,12,50,-0.1809
128,0,50,-0.1618
128,2,50,-0.1918
128,4,50,-0.2158
128,6,50,-0.227
128,8,50,-0.2245
128,10,50,-0.2082
128,12,50,-0.1794
130,0,50,-0.1621
130,2,50,-0.1919
130,4,50,-0.2155
130,6,50,-0.2264
130,8,50,-0.2237
130,10,50,-0.2071
130,12,50,-0.1781
132,0,50,-0.1666
132,2,50,-0.1923
132,4,50,-0.2157
132,6,50,-0.2262
132,8,50,-0.2232
132,10,50,-0.2064
132,12,50,-0.1771
134,0,50,-0.1722
134,2,50,-0.1931
134,4,50,-0.2163
134,6,50,-0.2266
134,8,50,-0.2233
134,10,50,-0.2061
134,12,50,-0.1765
136,0,50,-0.1675
136,2,50,-0.1942
136,4,50,-0.2171
136,6,50,-0.2272
136,8,50,-0.2237
136,10,50,-0.2062
136,12,50,-0.1763
138,0,50,-0.1667
138,2,50,-0.1955
138,4,50,-0.2183
138,6,50,-0.2282
138,8,50,-0.2245
138,10,50,-0.2067
138,12,50,-0.1765
140,0,50,-0.1711
140,2,50,-0.1966
140,4,50,-0.2194
140,6,50,-0.2196
140,8,50,-0.2255
