x [mm],y [mm],z [mm],B [T]
90,0,2,-1.022
90,2,2,-0.997
90,4,2,-0.975
90,6,2,-0.963
90,8,2,-0.964
90,10,2,-0.976
90,12,2,-0.999
92,0,2,-1.021
92,2,2,-0.997
92,4,2,-0.975
92,6,2,-0.963
92,8,2,-0.964
92,10,2,-0.976
92,12,2,-0.999
94,0,2,-1.022
94,2,2,-0.997
94,4,2,-0.976
94,6,2,-0.964
94,8,2,-0.964
94,10,2,-0.977
94,12,2,-1
96,0,2,-1.022
96,2,2,-0.997
96,4,2,-0.976
96,6,2,-0.964
96,8,2,-0.964
96,10,2,-0.977
96,12,2,-1
98,0,2,-1.009
98,2,2,-0.997
98,4,2,-0.997
98,6,2,-0.964
98,8,2,-0.964
98,10,2,-0.977
98,12,2,-1
100,0,2,-1.021
100,2,2,-0.998
100,4,2,-0.975
100,6,2,-0.964
100,8,2,-0.965
100,10,2,-0.977
100,12,2,-1.001
102,0,2,-1.022
102,2,2,-0.997
102,4,2,-0.975
102,6,2,-0.964
102,8,2,-0.964
102,10,2,-0.977
102,12,2,-1.001
104,0,2,-1.022
104,2,2,-0.997
104,4,2,-0.975
104,6,2,-0.964
104,8,2,-0.964
104,10,2,-0.977
104,12,2,-1.001
106,0,2,-1.018
106,2,2,-0.995
106,4,2,-0.974
106,6,2,-0.963
106,8,2,-0.964
106,10,2,-0.977
106,12,2,-1.001
108,0,2,-1.021
108,2,2,-0.995
108,4,2,-0.973
108,6,2,-0.962
108,8,2,-0.963
108,10,2,-0.977
108,12,2,-1.001
110,0,2,-1.016
110,2,2,-0.994
110,4,2,-0.973
110,6,2,-0.962
110,8,2,-0.963
110,10,2,-0.963
110,12,2,-1
112,0,2,-1.017
112,2,2,-0.993
112,4,2,-0.972
112,6,2,-0.961
112,8,2,-0.962
112,10,2,-0.975
112,12,2,-0.999
114,0,2,-1.019
114,2,2,-0.993
114,4,2,-0.971
114,6,2,-0.971
114,8,2,-0.96
114,10,2,-0.973
114,12,2,-0.996
116,0,2,-1.02
116,2,2,-0.992
116,4,2,-0.969
116,6,2,-0.958
116,8,2,-0.958
116,10,2,-0.972
116,12,2,-0.996
118,0,2,-1.019
118,2,2,-0.991
118,4,2,-0.968
118,6,2,-0.956
118,8,2,-0.956
118,10,2,-0.97
118,12,2,-0.995
120,0,2,-1.014
120,2,2,-0.989
120,4,2,-0.965
120,6,2,-0.952
120,8,2,-0.953
120,10,2,-0.966
120,12,2,-0.992
122,0,2,-1.016
122,2,2,-0.989
122,4,2,-0.965
122,6,2,-0.952
122,8,2,-0.952
122,10,2,-0.966
122,12,2,-0.992
124,0,2,-1.01
124,2,2,-0.982
124,4,2,-0.955
124,6,2,-0.941
124,8,2,-0.94
124,10,2,-0.953
124,12,2,-0.98
126,0,2,-1.007
126,2,2,-0.975
126,4,2,-0.947
126,6,2,-0.933
126,8,2,-0.93
126,10,2,-0.942
126,12,2,-0.968
128,0,2,-1.001
128,2,2,-0.963
128,4,2,-0.937
128,6,2,-0.923
128,8,2,-0.92
128,10,2,-0.926
128,12,2,-0.946
130,0,2,-0.973
130,2,2,-0.939
130,4,2,-0.924
130,6,2,-0.915
130,8,2,-0.912
130,10,2,-0.911
130,12,2,-0.904
132,0,2,-0.893
132,2,2,-0.843
132,4,2,-0.916
132,6,2,-0.912
132,8,2,-0.911
132,10,2,-0.913
132,12,2,-0.897
134,0,2,-0.941
134,2,2,-0.927
134,4,2,-0.92
134,6,2,-0.916
134,8,2,-0.919
134,10,2,-0.932
134,12,2,-0.963
136,0,2,-0.941
136,2,2,-0.927
136,4,2,-0.92
136,6,2,-0.916
136,8,2,-0.92
136,10,2,-0.932
136,12,2,-0.963
138,0,2,-0.988
138,2,2,-0.961
138,4,2,-0.942
138,6,2,-0.934
138,8,2,-0.941
138,10,2,-0.96
138,12,2,-0.993
140,0,2,-0.989
140,2,2,-0.961
140,4,2,-0.942
140,6,2,-0.934
140,8,2,-0.94
140,10,2,-0.96
140,12,2,-0.993
142,0,2,-1.004
142,2,2,-0.978
142,4,2,-0.957
142,6,2,-0.949
142,8,2,-0.954
142,10,2,-0.973
142,12,2,-1.003
144,0,2,-1.007
144,2,2,-0.983
144,4,2,-0.962
144,6,2,-0.954
144,8,2,-0.959
144,10,2,-0.977
144,12,2,-1.007
146,0,2,-1.007
146,2,2,-0.986
146,4,2,-0.965
146,6,2,-0.957
146,8,2,-0.962
146,10,2,-0.98
146,12,2,-1.009
148,0,2,-1.012
148,2,2,-0.987
148,4,2,-0.968
148,6,2,-0.96
148,8,2,-0.964
148,10,2,-0.982
148,12,2,-1.01
150,0,2,-1.012
150,2,2,-0.988
150,4,2,-0.969
150,6,2,-0.961
150,8,2,-0.966
150,10,2,-0.966
150,12,2,-1.01
152,0,2,-1.015
152,2,2,-0.989
152,4,2,-0.97
152,6,2,-0.962
152,8,2,-0.967
152,10,2,-0.984
152,12,2,-1.012
154,0,2,-1.014
154,2,2,-0.989
154,4,2,-0.97
154,6,2,-0.97
154,8,2,-0.967
154,10,2,-0.984
154,12,2,-1.012
156,0,2,-1.011
156,2,2,-0.989
156,4,2,-0.971
156,6,2,-0.964
156,8,2,-0.968
156,10,2,-0.984
156,12,2,-1.011
158,0,2,-1.013
158,2,2,-0.989
158,4,2,-0.971
158,6,2,-0.964
158,8,2,-0.968
158,10,2,-0.985
158,12,2,-1.011
160,0,2,-1.008
160,2,2,-0.99
160,4,2,-0.972
160,6,2,-0.964
160,8,2,-0.969
160,10,2,-0.985
160,12,2,-1.012
162,0,2,-1.011
162,2,2,-0.99
162,4,2,-0.972
162,6,2,-0.965
162,8,2,-0.969
162,10,2,-0.985
162,12,2,-1.012
164,0,2,-1.012
164,2,2,-0.991
164,4,2,-0.972
164,6,2,-0.965
164,8,2,-0.969
164,10,2,-0.985
164,12,2,-0.985
166,0,2,-1.015
166,2,2,-0.991
166,4,2,-0.972
166,6,2,-0.965
166,8,2,-0.969
166,10,2,-0.985
166,12,2,-1.012
168,0,2,-1.013
168,2,2,-0.991
168,4,2,-0.972
168,6,2,-0.965
168,8,2,-0.969
168,10,2,-0.985
168,12,2,-1.012
170,0,2,-1.014
170,2,2,-0.991
170,4,2,-0.972
170,6,2,-0.964
170,8,2,-0.968
170,10,2,-0.985
170,12,2,-1.012
172,0,2,-1.013
172,2,2,-0.99
172,4,2,-0.971
172,6,2,-0.964
172,8,2,-0.968
172,10,2,-0.984
172,12,2,-1.011
174,0,2,-1.013
174,2,2,-0.99
174,4,2,-0.971
174,6,2,-0.964
174,8,2,-0.968
174,10,2,-0.984
174,12,2,-1.011
176,0,2,-1.01
176,2,2,-0.988
176,4,2,-0.97
176,6,2,-0.962
176,8,2,-0.967
176,10,2,-0.983
176,12,2,-1.01
178,0,2,-1.001
178,2,2,-0.988
178,4,2,-0.969
178,6,2,-0.962
178,8,2,-0.966
178,10,2,-0.983
178,12,2,-1.01
180,0,2,-1.009
180,2,2,-0.987
180,4,2,-0.969
180,6,2,-0.961
180,8,2,-0.966
180,10,2,-0.983
180,12,2,-1.01
182,0,2,-1.01
182,2,2,-0.987
182,4,2,-0.968
182,6,2,-0.961
182,8,2,-0.966
182,10,2,-0.983
182,12,2,-1.01
184,0,2,-1.007
184,2,2,-0.986
184,4,2,-0.968
184,6,2,-0.96
184,8,2,-0.965
184,10,2,-0.982
184,12,2,-1.01
186,0,2,-1.005
186,2,2,-0.985
186,4,2,-0.967
186,6,2,-0.96
186,8,2,-0.964
186,10,2,-0.981
186,12,2,-1.009
188,0,2,-1.006
188,2,2,-0.984
188,4,2,-0.966
188,6,2,-0.959
188,8,2,-0.964
188,10,2,-0.98
188,12,2,-1.007
190,0,2,-1.004
190,2,2,-1.01
190,4,2,-0.966
190,6,2,-0.958
190,8,2,-0.963
190,10,2,-0.98
190,12,2,-1.007
192,0,2,-1.006
192,2,2,-0.983
192,4,2,-0.964
192,6,2,-0.957
192,8,2,-0.962
192,10,2,-0.979
192,12,2,-1.006
194,0,2,-1.002
194,2,2,-0.982
194,4,2,-0.963
194,6,2,-0.956
194,8,2,-0.961
194,10,2,-0.978
194,12,2,-1.005
196,0,2,-1.005
196,2,2,-0.981
196,4,2,-0.962
196,6,2,-0.955
196,8,2,-0.96
196,10,2,-0.977
196,12,2,-1.004
198,0,2,-1.002
198,2,2,-0.979
198,4,2,-0.961
198,6,2,-0.953
198,8,2,-0.958
198,10,2,-0.976
198,12,2,-1.003
200,0,2,-1.001
200,2,2,-0.978
200,4,2,-0.959
200,6,2,-0.952
200,8,2,-0.957
200,10,2,-0.974
200,12,2,-1.003
202,0,2,-0.997
202,2,2,-0.978
202,4,2,-0.978
202,6,2,-0.952
202,8,2,-0.957
202,10,2,-0.974
202,12,2,-1.003
204,0,2,-0.998
204,2,2,-0.973
204,4,2,-0.954
204,6,2,-0.947
204,8,2,-0.952
204,10,2,-0.97
204,12,2,-0.999
206,0,2,-0.993
206,2,2,-0.97
206,4,2,-0.951
206,6,2,-0.944
206,8,2,-0.949
206,10,2,-0.967
206,12,2,-0.997
208,0,2,-0.989
208,2,2,-0.966
208,4,2,-0.947
208,6,2,-0.947
208,8,2,-0.945
208,10,2,-0.964
208,12,2,-0.994
210,0,2,-0.984
210,2,2,-0.96
210,4,2,-0.941
210,6,2,-0.934
210,8,2,-0.94
210,10,2,-0.96
210,12,2,-0.991
212,0,2,-0.977
212,2,2,-0.954
212,4,2,-0.934
212,6,2,-0.927
212,8,2,-0.934
212,10,2,-0.954
212,12,2,-0.986
214,0,2,-0.976
214,2,2,-0.954
214,4,2,-0.934
214,6,2,-0.927
214,8,2,-0.934
214,10,2,-0.954
214,12,2,-0.986
216,0,2,-0.961
216,2,2,-0.935
216,4,2,-0.914
216,6,2,-0.907
216,8,2,-0.915
216,10,2,-0.938
216,12,2,-0.975
218,0,2,-0.951
218,2,2,-0.921
218,4,2,-0.899
218,6,2,-0.892
218,8,2,-0.902
218,10,2,-0.927
218,12,2,-0.966
220,0,2,-0.931
220,2,2,-0.903
220,4,2,-0.88
220,6,2,-0.873
220,8,2,-0.884
220,10,2,-0.912
220,12,2,-0.956
222,0,2,-0.932
222,2,2,-0.903
222,4,2,-0.88
222,6,2,-0.873
222,8,2,-0.884
222,10,2,-0.912
222,12,2,-0.956
224,0,2,-0.887
224,2,2,-0.848
224,4,2,-0.82
224,6,2,-0.812
224,8,2,-0.828
224,10,2,-0.866
224,12,2,-0.925
226,0,2,-0.853
226,2,2,-0.807
226,4,2,-0.773
226,6,2,-0.765
226,8,2,-0.783
226,10,2,-0.828
226,12,2,-0.9
228,0,2,-0.811
228,2,2,-0.747
228,4,2,-0.709
228,6,2,-0.701
228,8,2,-0.722
228,10,2,-0.775
228,12,2,-0.863
230,0,2,-0.729
230,2,2,-0.658
230,4,2,-0.622
230,6,2,-0.617
230,8,2,-0.639
230,10,2,-0.692
230,12,2,-0.799
232,0,2,-0.561
232,2,2,-0.524
232,4,2,-0.514
232,6,2,-0.518
232,8,2,-0.534
232,10,2,-0.567
232,12,2,-0.642
234,0,2,-0.301
234,2,2,-0.37
234,4,2,-0.399
234,6,2,-0.413
234,8,2,-0.422
234,10,2,-0.421
234,12,2,-0.381
236,0,2,-0.189
236,2,2,-0.256
236,4,2,-0.298
236,6,2,-0.318
236,8,2,-0.321
236,10,2,-0.303
236,12,2,-0.25
238,0,2,-0.1402
238,2,2,-0.1871
238,4,2,-0.2233
238,6,2,-0.2405
238,8,2,-0.2409
238,10,2,-0.223
238,12,2,-0.1831
240,0,2,-0.11
240,2,2,-0.1422
240,4,2,-0.169
240,6,2,-0.1826
240,8,2,-0.1826
240,10,2,-0.1689
240,12,2,-0.1418
242,0,2,-0.0886
242,2,2,-0.1112
242,4,2,-0.1304
242,6,2,-0.1405
242,8,2,-0.1406
242,10,2,-0.1311
242,12,2,-0.1127
244,0,2,-0.0716
244,2,2,-0.0884
244,4,2,-0.1021
244,6,2,-0.1094
244,8,2,-0.1098
244,10,2,-0.1033
244,12,2,-0.0909
246,0,2,-0.0605
246,2,2,-0.0713
246,4,2,-0.0811
246,6,2,-0.0865
246,8,2,-0.087
246,10,2,-0.0826
246,12,2,-0.074
248,0,2,-0.0502
248,2,2,-0.0582
248,4,2,-0.0653
248,6,2,-0.0693
248,8,2,-0.0698
248,10,2,-0.0668
248,12,2,-0.0608
250,0,2,-0.0419
250,2,2,-0.0479
250,4,2,-0.0532
250,6,2,-0.0562
250,8,2,-0.0567
250,10,2,-0.0546
250,12,2,-0.0504
252,0,2,-0.0356
252,2,2,-0.0398
252,4,2,-0.0438
252,6,2,-0.0461
252,8,2,-0.0465
252,10,2,-0.0451
252,12,2,-0.042
254,0,2,-0.0295
254,2,2,-0.0333
254,4,2,-0.0363
254,6,2,-0.0381
254,8,2,-0.0385
254,10,2,-0.0385
254,12,2,-0.0354
256,0,2,-0.0253
256,2,2,-0.028
256,4,2,-0.0304
256,6,2,-0.0318
256,8,2,-0.0322
256,10,2,-0.0315
256,12,2,-0.0298
258,0,2,-0.022
258,2,2,-0.0237
258,4,2,-0.0256
258,6,2,-0.0267
258,8,2,-0.027
258,10,2,-0.0265
258,12,2,-0.0252
260,0,2,-0.0215
260,2,2,-0.0237
260,4,2,-0.0256
260,6,2,-0.0267
260,8,2,-0.027
260,10,2,-0.0265
260,12,2,-0.0252
262,0,2,-0.01577
262,2,2,-0.01709
262,4,2,-0.01829
262,6,2,-0.01904
262,8,2,-0.01928
262,10,2,-0.019
262,12,2,-0.01825
0,0,4,-0.01679
0,2,4,-0.01751
0,4,4,-0.01792
0,6,4,-0.01789
0,8,4,-0.0174
0,10,4,-0.01646
0,12,4,-0.01515
2,0,4,-0.01962
2,2,4,-0.02054
2,4,4,-0.02107
2,6,4,-0.02105
2,8,4,-0.02045
2,10,4,-0.01931
2,12,4,-0.01767
4,0,4,-0.02313
4,2,4,-0.02417
4,4,4,-0.02488
4,6,4,-0.02488
4,8,4,-0.02415
4,10,4,-0.02272
4,12,4,-0.02068
6,0,4,-0.02713
6,2,4,-0.0286
6,4,4,-0.02956
6,6,4,-0.02959
6,8,4,-0.02958
6,10,4,-0.02699
6,12,4,-0.02429
8,0,4,-0.0322
8,2,4,-0.0342
8,4,4,-0.0355
8,6,4,-0.0355
8,8,4,-0.0344
8,10,4,-0.0321
8,12,4,-0.0288
10,0,4,-0.0381
10,2,4,-0.0409
10,4,4,-0.0426
10,6,4,-0.0428
10,8,4,-0.0414
10,10,4,-0.0384
10,12,4,-0.0341
12,0,4,-0.0382
12,2,4,-0.0409
12,4,4,-0.0426
12,6,4,-0.0428
12,8,4,-0.0414
12,10,4,-0.0384
12,12,4,-0.0341
14,0,4,-0.0548
14,2,4,-0.0598
14,4,4,-0.0633
14,6,4,-0.0638
14,8,4,-0.0614
14,10,4,-0.0561
14,12,4,-0.0485
16,0,4,-0.0666
16,2,4,-0.0734
16,4,4,-0.0784
16,6,4,-0.0793
16,8,4,-0.0761
16,10,4,-0.0689
16,12,4,-0.0585
18,0,4,-0.0668
18,2,4,-0.0734
18,4,4,-0.0784
18,6,4,-0.0793
18,8,4,-0.0761
18,10,4,-0.0689
18,12,4,-0.0585
20,0,4,-0.1
20,2,4,-0.1138
20,4,4,-0.1244
20,6,4,-0.1269
20,8,4,-0.1208
20,10,4,-0.1207
20,12,4,-0.0875
22,0,4,-0.1003
22,2,4,-0.1138
22,4,4,-0.1244
22,6,4,-0.1269
22,8,4,-0.1208
22,10,4,-0.1068
22,12,4,-0.0865
24,0,4,-0.1571
24,2,4,-0.1874
24,4,4,-0.2094
24,6,4,-0.214
24,8,4,-0.2027
24,10,4,-0.1758
24,12,4,-0.1339
26,0,4,-0.2086
26,2,4,-0.2504
26,4,4,-0.2783
26,6,4,-0.2823
26,8,4,-0.2676
26,10,4,-0.2334
26,12,4,-0.174
28,0,4,-0.281
28,2,4,-0.35
28,4,4,-0.374
28,6,4,-0.372
28,8,4,-0.354
28,10,4,-0.32
28,12,4,-0.247
30,0,4,-0.495
30,2,4,-0.508
30,4,4,-0.493
30,6,4,-0.477
30,8,4,-0.46
30,10,4,-0.44
30,12,4,-0.404
32,0,4,-0.804
32,2,4,-0.678
32,4,4,-0.615
32,6,4,-0.584
32,8,4,-0.57
32,10,4,-0.575
32,12,4,-0.614
34,0,4,-0.889
34,2,4,-0.787
34,4,4,-0.716
34,6,4,-0.68
34,8,4,-0.67
34,10,4,-0.688
34,12,4,-0.742
36,0,4,-0.913
36,2,4,-0.849
36,4,4,-0.79
36,6,4,-0.757
36,8,4,-0.75
36,10,4,-0.769
36,12,4,-0.817
38,0,4,-0.939
38,2,4,-0.888
38,4,4,-0.842
38,6,4,-0.815
38,8,4,-0.809
38,10,4,-0.827
38,12,4,-0.865
40,0,4,-0.956
40,2,4,-0.917
40,4,4,-0.88
40,6,4,-0.858
40,8,4,-0.854
40,10,4,-0.868
40,12,4,-0.9
42,0,4,-0.971
42,2,4,-0.939
42,4,4,-0.907
42,6,4,-0.889
42,8,4,-0.886
42,10,4,-0.898
42,12,4,-0.925
44,0,4,-0.967
44,2,4,-0.939
44,4,4,-0.907
44,6,4,-0.889
44,8,4,-0.886
44,10,4,-0.898
44,12,4,-0.925
46,0,4,-0.995
46,2,4,-0.969
46,4,4,-0.944
46,6,4,-0.93
46,8,4,-0.928
46,10,4,-0.939
46,12,4,-0.96
48,0,4,-1.004
48,2,4,-0.979
48,4,4,-0.957
48,6,4,-0.944
48,8,4,-0.942
48,10,4,-0.952
48,12,4,-0.972
50,0,4,-1.01
50,2,4,-0.988
50,4,4,-0.966
50,6,4,-0.954
50,8,4,-0.953
50,10,4,-0.962
50,12,4,-0.981
52,0,4,-1.017
52,2,4,-0.994
52,4,4,-0.974
52,6,4,-0.962
52,8,4,-0.961
52,10,4,-0.97
52,12,4,-0.988
54,0,4,-1.021
54,2,4,-0.999
54,4,4,-0.98
54,6,4,-0.969
54,8,4,-0.967
54,10,4,-0.976
54,12,4,-0.994
56,0,4,-1.023
56,2,4,-1.003
56,4,4,-0.984
56,6,4,-0.974
56,8,4,-0.973
56,10,4,-0.981
56,12,4,-0.999
58,0,4,-1.029
58,2,4,-1.006
58,4,4,-0.988
58,6,4,-0.978
58,8,4,-0.977
58,10,4,-0.985
58,12,4,-1.002
60,0,4,-1.03
60,2,4,-1.009
60,4,4,-0.991
60,6,4,-0.981
60,8,4,-0.98
60,10,4,-0.988
60,12,4,-1.005
62,0,4,-1.033
62,2,4,-1.011
62,4,4,-0.993
62,6,4,-0.983
62,8,4,-0.983
62,10,4,-0.991
62,12,4,-1.008
64,0,4,-1.031
64,2,4,-1.013
64,4,4,-0.995
64,6,4,-0.985
64,8,4,-0.985
64,10,4,-0.993
64,12,4,-1.01
66,0,4,-1.033
66,2,4,-1.014
66,4,4,-0.997
66,6,4,-0.987
66,8,4,-0.987
66,10,4,-0.995
66,12,4,-1.011
68,0,4,-1.032
68,2,4,-1.015
68,4,4,-0.998
68,6,4,-0.989
68,8,4,-0.988
68,10,4,-0.997
68,12,4,-1.013
70,0,4,-1.034
70,2,4,-1.017
70,4,4,-0.999
70,6,4,-0.99
70,8,4,-0.989
70,10,4,-0.998
70,12,4,-1.014
72,0,4,-1.039
72,2,4,-1.018
72,4,4,-1.001
72,6,4,-0.991
72,8,4,-0.991
72,10,4,-0.999
72,12,4,-1.015
74,0,4,-1.04
74,2,4,-1.019
74,4,4,-1.001
74,6,4,-0.992
74,8,4,-0.992
74,10,4,-1
74,12,4,-1.016
76,0,4,-1.039
76,2,4,-1.02
76,4,4,-1.002
76,6,4,-0.993
76,8,4,-0.992
76,10,4,-1.001
76,12,4,-1.017
78,0,4,-1.035
78,2,4,-1.02
78,4,4,-1.003
78,6,4,-0.994
78,8,4,-0.993
78,10,4,-1.001
78,12,4,-1.018
80,0,4,-1.04
80,2,4,-1.02
80,4,4,-1.003
80,6,4,-0.994
80,8,4,-0.993
80,10,4,-1.001
80,12,4,-1.018
82,0,4,-1.04
82,2,4,-1.021
82,4,4,-1.004
82,6,4,-0.995
82,8,4,-0.994
82,10,4,-1.002
82,12,4,-1.018
84,0,4,-1.038
84,2,4,-1.021
84,4,4,-1.004
84,6,4,-0.995
84,8,4,-0.995
84,10,4,-1.003
84,12,4,-1.019
86,0,4,-1.039
86,2,4,-1.021
86,4,4,-1.005
86,6,4,-0.996
86,8,4,-0.995
86,10,4,-1.003
86,12,4,-1.02
88,0,4,-1.04
88,2,4,-1.022
88,4,4,-1.005
88,6,4,-0.996
88,8,4,-0.996
88,10,4,-1.004
88,12,4,-1.02
90,0,4,-1.033
90,2,4,-1.022
90,4,4,-1.005
90,6,4,-0.996
90,8,4,-0.996
90,10,4,-1.004
90,12,4,-1.02
92,0,4,-1.043
92,2,4,-1.024
92,4,4,-1.006
92,6,4,-0.997
92,8,4,-0.997
92,10,4,-1.005
92,12,4,-1.021
94,0,4,-1.044
94,2,4,-1.024
94,4,4,-1.007
94,6,4,-0.998
94,8,4,-0.997
94,10,4,-1.005
94,12,4,-1.021
96,0,4,-1.043
96,2,4,-1.024
96,4,4,-1.007
96,6,4,-0.998
96,8,4,-0.997
96,10,4,-1.006
96,12,4,-1.021
98,0,4,-1.022
98,2,4,-0.998
98,4,4,-1.009
98,6,4,-0.998
98,8,4,-0.998
98,10,4,-1.006
98,12,4,-1.022
100,0,4,-1.043
100,2,4,-1.024
100,4,4,-1.007
100,6,4,-0.998
100,8,4,-0.998
100,10,4,-1.006
100,12,4,-1.023
102,0,4,-1.043
102,2,4,-1.024
102,4,4,-1.007
102,6,4,-0.998
102,8,4,-0.997
102,10,4,-1.006
102,12,4,-1.023
104,0,4,-1.041
104,2,4,-1.023
104,4,4,-1.006
104,6,4,-0.997
104,8,4,-0.997
104,10,4,-1.006
104,12,4,-1.022
106,0,4,-1.041
106,2,4,-1.022
106,4,4,-1.005
106,6,4,-0.997
106,8,4,-0.997
106,10,4,-1.006
106,12,4,-1.022
108,0,4,-1.038
108,2,4,-1.021
108,4,4,-1.005
108,6,4,-0.996
108,8,4,-0.996
108,10,4,-1.005
108,12,4,-1.023
110,0,4,-1.036
110,2,4,-1.02
110,4,4,-1.004
110,6,4,-0.995
110,8,4,-0.996
110,10,4,-1.005
110,12,4,-1.022
112,0,4,-1.038
112,2,4,-1.02
112,4,4,-1.003
112,6,4,-0.994
112,8,4,-0.994
112,10,4,-1.003
112,12,4,-1.018
114,0,4,-1.039
114,2,4,-1.02
114,4,4,-1.003
114,6,4,-0.994
114,8,4,-0.994
114,10,4,-1.003
114,12,4,-1.018
116,0,4,-1.037
116,2,4,-1.019
116,4,4,-1.001
116,6,4,-0.992
116,8,4,-0.991
116,10,4,-1
116,12,4,-1.018
118,0,4,-1.037
118,2,4,-1.017
118,4,4,-0.999
118,6,4,-0.989
118,8,4,-0.989
118,10,4,-0.998
118,12,4,-1.017
120,0,4,-1.033
120,2,4,-1.015
120,4,4,-0.996
120,6,4,-0.986
120,8,4,-0.985
120,10,4,-0.995
120,12,4,-1.014
122,0,4,-1.032
122,2,4,-1.012
122,4,4,-0.992
122,6,4,-0.981
122,8,4,-0.98
122,10,4,-0.99
122,12,4,-1.009
124,0,4,-1.023
124,2,4,-1.008
124,4,4,-0.986
124,6,4,-0.974
124,8,4,-0.973
124,10,4,-0.982
124,12,4,-1.002
126,0,4,-1.031
126,2,4,-1.008
126,4,4,-0.986
126,6,4,-0.974
126,8,4,-0.973
126,10,4,-0.982
126,12,4,-1.002
128,0,4,-1.022
128,2,4,-0.989
128,4,4,-0.968
128,6,4,-0.956
128,8,4,-0.952
128,10,4,-0.955
128,12,4,-0.968
130,0,4,-0.996
130,2,4,-0.965
130,4,4,-0.955
130,6,4,-0.948
130,8,4,-0.945
130,10,4,-0.941
130,12,4,-0.927
132,0,4,-0.899
132,2,4,-0.941
132,4,4,-0.947
132,6,4,-0.945
132,8,4,-0.944
132,10,4,-0.943
132,12,4,-0.924
134,0,4,-0.884
134,2,4,-0.941
134,4,4,-0.947
134,6,4,-0.945
134,8,4,-0.944
134,10,4,-0.943
134,12,4,-0.924
136,0,4,-0.992
136,2,4,-0.973
136,4,4,-0.961
136,6,4,-0.958
136,8,4,-0.963
136,10,4,-0.979
136,12,4,-1.006
138,0,4,-1.007
138,2,4,-0.986
138,4,4,-0.972
138,6,4,-0.968
138,8,4,-0.973
138,10,4,-0.989
138,12,4,-1.016
140,0,4,-1.006
140,2,4,-0.986
140,4,4,-0.972
140,6,4,-0.968
140,8,4,-0.973
140,10,4,-0.99
140,12,4,-1.016
142,0,4,-1.024
142,2,4,-1.004
142,4,4,-0.988
142,6,4,-0.983
142,8,4,-0.987
142,10,4,-1.002
142,12,4,-1.027
144,0,4,-1.03
144,2,4,-1.009
144,4,4,-0.993
144,6,4,-0.988
144,8,4,-0.992
144,10,4,-1.006
144,12,4,-1.03
146,0,4,-1.03
146,2,4,-1.012
146,4,4,-0.997
146,6,4,-0.991
146,8,4,-0.995
146,10,4,-1.009
146,12,4,-1.032
148,0,4,-1.031
148,2,4,-1.014
148,4,4,-0.999
148,6,4,-0.993
148,8,4,-0.997
148,10,4,-1.011
148,12,4,-1.034
150,0,4,-1.033
150,2,4,-1.015
150,4,4,-1.001
150,6,4,-0.995
150,8,4,-0.999
150,10,4,-1.012
150,12,4,-1.034
152,0,4,-1.034
152,2,4,-1.016
152,4,4,-1.002
152,6,4,-0.996
152,8,4,-1
152,10,4,-1.013
152,12,4,-1.034
154,0,4,-1.035
154,2,4,-1.016
154,4,4,-1.002
154,6,4,-0.997
154,8,4,-1.001
154,10,4,-1.013
154,12,4,-1.034
156,0,4,-1.032
156,2,4,-1.016
156,4,4,-1.003
156,6,4,-0.997
156,8,4,-1.001
156,10,4,-1.014
156,12,4,-1.034
158,0,4,-1.032
158,2,4,-1.016
158,4,4,-1.003
158,6,4,-0.997
158,8,4,-1.001
158,10,4,-1.014
158,12,4,-1.034
160,0,4,-1.033
160,2,4,-1.017
160,4,4,-1.003
160,6,4,-0.998
160,8,4,-1.001
160,10,4,-1.014
160,12,4,-1.035
162,0,4,-1.033
162,2,4,-1.017
162,4,4,-1.004
162,6,4,-0.998
162,8,4,-1.001
162,10,4,-1.014
162,12,4,-1.035
164,0,4,-1.035
164,2,4,-1.018
164,4,4,-1.004
164,6,4,-0.998
164,8,4,-1.001
164,10,4,-1.014
164,12,4,-1.035
166,0,4,-1.036
166,2,4,-1.018
166,4,4,-1.004
166,6,4,-0.998
166,8,4,-1.001
166,10,4,-1.014
166,12,4,-1.035
168,0,4,-1.032
168,2,4,-1.017
168,4,4,-1.003
168,6,4,-0.998
168,8,4,-1.001
168,10,4,-1.014
168,12,4,-1.035
170,0,4,-1.03
170,2,4,-1.017
170,4,4,-1.003
170,6,4,-0.997
170,8,4,-1.001
170,10,4,-1.014
170,12,4,-1.035
172,0,4,-1.036
172,2,4,-1.017
172,4,4,-1.003
172,6,4,-0.997
172,8,4,-1
172,10,4,-1.013
172,12,4,-1.034
174,0,4,-1.034
174,2,4,-1.016
174,4,4,-1.002
174,6,4,-0.996
174,8,4,-1
174,10,4,-1.012
174,12,4,-1.033
176,0,4,-1.034
176,2,4,-1.016
176,4,4,-1.002
176,6,4,-0.996
176,8,4,-1
176,10,4,-1.012
176,12,4,-1.033
178,0,4,-1.033
178,2,4,-1.015
178,4,4,-1.001
178,6,4,-0.995
178,8,4,-0.999
178,10,4,-1.011
178,12,4,-1.031
180,0,4,-1.035
180,2,4,-1.014
180,4,4,-1
180,6,4,-0.995
180,8,4,-0.998
180,10,4,-1.011
180,12,4,-1.032
182,0,4,-1.033
182,2,4,-1.014
182,4,4,-1
182,6,4,-0.994
182,8,4,-0.998
182,10,4,-1.011
182,12,4,-1.031
184,0,4,-1.031
184,2,4,-1.013
184,4,4,-0.999
184,6,4,-0.993
